event_idx,fire_time_s,fire_to_muzzle_s,fire_to_impact_s,pitch_peak_signed_deg,pitch_peak_abs_deg,pitch_peak_time_s,pitch_recovery_s,pitch_target_range_deg,pitch_target_stable,yaw_peak_signed_deg,yaw_peak_abs_deg,yaw_peak_time_s,yaw_recovery_s,yaw_target_range_deg,yaw_target_stable,disturbance_vector_abs_deg,stable_target,valid_disturbance_shot
10,581.50735488,0.04074880000007397,0.13253580800005693,0.3542130630153366,0.3542130630153366,0.48534809600005246,nan,4.310514356588456,0,-0.20535775970488857,0.20535775970488857,0.40903116800006956,nan,3.9547727674239503,0,0.4094370568008196,0,0
11,581.809093888,0.04008320000002641,0.12153446399997847,0.33604223835970615,0.33604223835970615,0.49377868800002034,nan,3.5786512334852993,0,-0.27813340085766924,0.27813340085766924,0.45363404800002627,nan,5.335132830524838,0,0.43621390926293774,0,0
12,582.1251673600001,0.039827199999990626,0.09940300799996749,0.47684482372190473,0.47684482372190473,0.4979199999999082,nan,1.562884297524544,0,-0.3999445055199047,0.3999445055199047,0.2687385599999743,nan,5.616186344701859,0,0.6223637147247062,0,0
13,728.04375168,0.03977343999997629,0.17215667200002827,-1.8315202298662498,1.8315202298662498,0.19298790400000598,0.2980277760000263,5.036008721964894,0,-2.811831229151368,2.811831229151368,0.10640051200005018,0.22710553600006733,1.9625189843337978,0,3.355720669787671,0,0
14,728.36716672,0.04089574400006768,0.1612577280000096,-1.7663810637579616,1.7663810637579616,0.3545282560000942,nan,7.523477532020401,0,-3.0521332070733465,3.0521332070733465,0.45468646400001944,nan,10.739951371391466,0,3.5264173286953064,0,0
15,736.2592015360001,0.037634559999901285,0.16692172799992022,-1.5502698858374622,1.5502698858374622,0.15386905599996226,0.2865026559999251,5.986858118528193,0,-2.284350669821645,2.284350669821645,0.40475443200000427,nan,2.013057136547669,0,2.7607235829849204,0,0
16,736.5700180480001,0.03980620799995904,0.1434431999999788,-1.9015893961864094,1.9015893961864094,0.4543802879999248,nan,5.757574731508903,0,-1.9768806815876694,1.9768806815876694,0.09393792000003032,0.20368742400000883,2.3234094229585587,0,2.7430091981112863,0,0
17,736.8829649920001,0.04223334399989653,0.12890495999999985,-1.937982426035946,1.937982426035946,0.1414333439998927,0.2441838080000025,4.677156827138823,0,-1.6781053542144804,1.6781053542144804,0.07091071999991527,0.19297612799994113,4.529082756131295,0,2.5635548489290176,0,0
18,753.5091791360001,0.04123263999997562,0.1666659840000193,-1.568632868063223,1.568632868063223,0.15801139199993486,0.25829964799993377,5.755899377830298,0,-1.8168642918341007,1.8168642918341007,0.06759577599996192,0.19825151999998525,3.6070282504874775,0,2.400334337068501,0,0
19,761.87827584,0.04013849600005415,0.16738969599998654,2.006093414984,2.006093414984,0.35356774400008817,nan,5.252989750694487,0,-1.7436474294827065,1.7436474294827065,0.08139827200000127,0.17350758400004906,2.850392500048116,0,2.6579535639254153,0,0
